CasteMembership,Intelligence,BrainMass,HoursWorked,AnnualIncome
1,109.75035,1962.787,35,672.13391
5,153.02801,3433.5601,55,967.20254
2,63.162357,1727.62,48,700.71042
2,71.18272,1069.7153,55,808.53463
5,125.72869,3025.4151,61,846.76886
3,117.30212,1983.0861,32,617.79498
3,124.18971,2985.9881,50,918.60901
5,145.12606,3182.847,61,1023.4055
3,73.175298,1686.0429,16,413.18601
2,99.271166,1658.518,36,922.98117
2,111.49238,1671.2397,14,436.19354
5,137.36393,3768.1011,45,1039.2313
3,93.467041,1331.8947,54,633.80255
1,65.656521,1125.9194,47,745.27914
3,117.34739,2836.7509,14,406.77583
5,114.12396,2341.2554,47,949.03245
3,106.05808,1772.2993,31,662.08664
5,91.064611,2455.3261,47,801.97977
1,61.982822,500,15,419.0399
4,90.589711,2171.0403,56,736.85353
2,64.509806,500,24,510.83234
1,81.351118,1050.9954,46,914.94491
2,66.203376,1442.8164,35,731.3374
2,90.420158,978.08349,40,565.59169
2,83.752411,1568.5278,21,532.31283
1,89.621666,1883.8362,40,633.6782
1,80.911349,500,31,606.35159
3,111.84594,1595.5657,11,378.34029
1,54.716435,995.58225,32,574.97153
4,100.79302,1793.7758,35,544.34235
4,105.51573,2214.0789,13,658.20296
3,124.46609,2364.6609,12,524.91013
1,84.9108,1431.5102,39,673.64782
2,63.814966,1069.0378,16,651.41199
5,110.64523,2958.3371,35,748.71705
3,113.00725,2585.2469,20,604.25513
4,116.59916,2418.8703,53,855.35778
3,97.185015,1567.5208,34,760.63997
3,126.71986,2210.3093,23,437.71172
2,59.240704,1003.1229,44,679.10996
2,67.042204,1154.5819,45,633.18788
1,93.456287,1244.7373,16,224.95379
1,78.065854,1601.731,48,849.21882
4,79.342748,2461.422,30,712.31152
3,86.305015,1730.0925,17,422.88607
3,88.0231,1951.7455,10,387.94243
4,140.95821,3047.1609,51,1040.8903
1,46.828425,1092.412,43,482.3232
2,74.14277,2132.3101,11,358.75638
1,61.259434,511.45585,32,539.13891
3,100.39457,2285.4067,28,675.1923
5,133.99917,3254.8803,49,889.71563
5,121.25848,2711.3467,42,909.16835
3,106.92161,2095.8844,55,969.80611
5,115.3086,2567.0125,43,762.27031
3,124.30821,2510.761,59,996.17529
5,125.74412,2973.0657,35,739.60392
5,128.61074,3312.506,37,820.64959
3,114.7371,1934.5526,31,655.07128
5,126.24653,2621.7659,50,811.23605
1,79.766093,1308.4598,31,738.86542
1,46.016931,500,53,671.40296
1,56.023848,1161.2926,26,457.41766
4,135.51216,2491.3281,55,934.91155
5,134.73533,3869.5081,41,766.12652
2,70.575669,1505.9028,32,658.96972
3,83.695187,1283.7023,29,620.62181
2,78.04472,1521.5003,39,785.62313
3,93.056758,2127.3908,56,1014.1771
2,83.945895,1027.9938,36,911.9176
3,85.794926,2464.3984,15,472.38248
5,105.47002,2547.9012,20,633.63981
1,88.62653,1498.0317,33,563.40086
1,53.320253,728.87043,43,551.38134
3,104.8807,2195.193,24,598.46343
3,84.028137,1654.8351,35,673.17453
1,93.496997,914.33334,27,520.28076
1,67.673249,500,5,345.77565
2,86.558258,1388.3416,21,467.80684
1,87.404276,1704.0101,41,651.73092
5,114.98854,2820.3092,54,899.06383
3,74.619676,1330.8751,58,878.35646
4,65.69505,2112.8131,29,558.28924
5,129.41518,2876.9044,22,598.80388
5,100.41989,2112.7422,28,701.92342
2,132.62884,2416.7064,15,497.66514
2,67.356657,1311.0219,35,692.64292
5,123.00723,2391.6915,64,1014.5111
3,97.237823,1980.1538,19,579.81215
4,95.096068,2927.1261,44,771.18605
5,110.55891,2935.9085,18,420.68035
2,81.978505,823.61413,32,709.31365
5,150.7021,2705.3433,24,506.90592
5,95.726193,2725.2887,30,684.97738
2,94.231116,1804.3281,14,543.64267
3,135.16364,2807.7486,13,575.236
2,91.785656,1785.7017,52,782.79173
1,68.574946,829.89293,40,582.62609
2,92.413435,1930.4098,16,421.55822
5,145.38373,3068.5804,39,742.05934
5,143.50855,3262.9646,32,525.20852
5,111.21053,2207.3951,19,464.45924
3,120.86137,2266.4072,37,707.97414
2,112.69389,1646.9629,11,565.25329
3,135.80091,2392.0827,55,1014.5588
4,115.37561,2753.1734,22,544.81281
2,80.549013,1614.6895,20,597.35632
3,104.54538,1940.4789,37,885.35048
1,74.8155,618.85467,16,412.65643
4,80.007417,1878.6465,33,472.12821
1,50.436246,500,34,547.43731
1,84.964332,500,40,802.33042
2,100.05671,2663.0121,45,966.79496
3,104.3602,1327.7602,26,721.95225
2,67.782075,1153.1103,12,407.18959
3,120.68211,2833.5153,28,662.22654
5,171.93614,3256.773,36,515.79821
5,96.924435,2325.4493,36,588.8747
5,137.38397,3897.7192,51,1032.7283
4,132.89484,2885.1779,22,568.81498
1,75.349221,1116.2753,7,352.7738
3,100.06996,2325.9056,12,556.34168
5,104.98479,2656.447,63,1108.2505
4,115.5903,2998.7392,27,637.50257
2,93.637829,1575.7863,14,446.19127
1,99.447367,1238.1251,47,731.17551
5,118.57274,2973.3848,45,1060.0987
4,117.9364,2684.3208,25,602.8296
4,109.22965,2411.0461,56,930.52451
1,88.983875,1241.3066,4,271.75383
2,73.701189,1345.6995,26,481.34256
4,114.03589,2472.2048,35,719.23248
1,73.132176,704.53992,33,523.06318
5,107.35433,2778.5331,42,769.65334
2,65.876625,1328.5924,52,796.5334
2,100.83746,1393.5266,11,324.07486
1,80.393448,1090.2541,43,847.03746
4,99.701438,2659.4078,25,613.18902
5,120.18155,3366.2399,20,707.72439
3,109.08503,2419.4684,30,598.91446
1,75.199458,987.38135,31,805.92148
2,97.96577,1399.555,19,573.24392
4,106.69247,2084.774,13,589.96695
1,67.072038,500,11,487.48847
1,52.608727,500,27,576.57086
3,115.18648,2185.0602,42,920.95109
2,64.201453,949.14839,30,845.83517
4,88.436592,2105.4753,49,827.4884
3,75.421731,2022.2726,47,622.11891
3,104.42689,1826.0325,11,511.57114
2,114.76258,2362.7823,20,636.79197
4,106.87352,2401.5065,29,536.66337
2,68.262025,500,50,776.93704
5,133.42387,2911.9956,50,801.92177
1,45.116657,788.67455,19,320.1901
2,73.839033,1199.6452,34,813.28225
5,179.29495,4063.9563,58,1050.312
3,61.404728,1649.9638,58,843.87083
1,66.029063,959.99904,21,514.74411
2,73.784148,1478.069,32,511.36418
5,114.81414,2455.1544,20,665.36144
3,105.23323,1420.9087,31,463.54388
1,86.921914,1432.9144,5,263.50879
3,102.84078,2430.456,42,676.84829
5,119.41559,3367.8216,30,932.00852
4,89.588023,1876.376,48,781.874
1,63.608186,570.35348,17,453.71251
4,98.600034,3143.5942,39,559.28938
2,78.903575,1082.8104,10,513.78726
4,151.66422,3320.5235,18,456.26339
2,90.313116,1585.5214,35,626.58733
3,54.065291,751.25481,47,762.33805
1,96.617195,1503.9497,39,704.17819
5,118.77751,2906.3843,54,858.40949
1,58.844715,500,21,554.22037
3,117.01164,1760.8874,42,787.68945
4,111.65808,2185.2624,42,826.39812
5,106.42177,2536.4098,58,869.63819
2,89.374443,1201.6857,26,611.5368
3,87.664806,1929.8453,18,638.83637
2,76.250268,1792.9064,14,495.83671
2,89.980677,1339.3157,39,828.8921
5,104.12825,2071.2184,55,992.2551
2,73.52463,563.88849,46,741.04082
2,73.258545,739.41492,29,538.2282
3,125.70844,2506.1925,36,620.56336
5,122.00804,2583.9245,16,497.22343
3,109.41196,1671.3078,16,448.95993
3,87.468054,2348.8733,25,512.53601
5,90.979407,2777.6241,46,728.03767
4,106.51529,2457.1586,48,772.49664
5,96.037543,2847.2444,30,586.05668
1,44.342732,500,25,545.20089
5,161.55712,3127.1725,33,746.49837
5,85.950274,2765.385,40,639.28452
2,76.351398,2073.8785,11,597.25395
5,89.035345,2240.1494,32,553.23938
5,110.42235,3772.0014,21,646.65112
2,66.236861,1673.0753,19,464.48712
3,70.988291,1088.1394,40,708.85989
4,117.5994,2446.7313,58,972.32012
4,103.33528,2165.8365,51,982.39941
5,115.81383,2552.8167,44,813.15719
4,116.36933,2359.2589,34,763.0792
3,132.1848,2560.7401,50,888.83852
4,119.75517,2559.8393,27,671.52046
1,64.798438,749.06208,13,273.1556
5,143.85717,3969.2396,37,904.02895
1,91.743135,1506.6647,7,428.47069
1,71.046845,1463.93,13,509.07637
5,139.32323,3549.3894,26,897.68282
5,142.44382,3610.4347,30,809.57177
5,116.86003,2791.8829,58,922.4648
3,126.38079,2690.0652,49,691.29993
5,87.211115,2404.0967,43,734.21562
4,130.76637,2839.2968,21,602.23387
2,46.70591,606.96377,8,338.40565
5,174.90506,4628.1375,40,903.18216
3,111.78677,2439.3028,56,915.23644
4,126.01079,2602.4479,46,742.76132
2,85.044216,1161.2056,38,679.30411
2,77.232992,500,33,648.46182
2,70.335952,1381.3177,10,497.87893
4,98.107072,2633.3355,21,590.97855
3,102.18579,2482.4952,47,715.0793
5,74.491708,2844.4927,43,461.49858
1,62.27995,500,47,734.3461
3,136.92107,1984.716,44,779.60758
4,123.82206,2863.7511,59,986.82214
1,101.46614,1028.8387,33,665.7657
1,57.254561,566.96541,17,343.32868
5,78.450989,2210.2329,49,1006.5049
2,134.01643,2911.3366,23,749.71386
2,87.711647,1837.4563,55,840.09532
3,120.12301,2183.1232,17,574.05827
4,122.07336,2596.5098,48,945.62396
1,63.289352,531.1467,31,644.98912
3,113.81624,1827.0147,53,917.29812
4,106.83203,2331.2512,49,671.7479
5,104.07903,2829.8834,25,700.2863
5,126.85285,2664.9694,60,915.40035
3,104.86075,1885.4982,55,993.96058
1,56.211059,500,30,671.25767
5,133.40114,2964.8958,26,673.30069
1,96.161062,789.76693,39,741.15517
4,121.79508,3374.5406,29,604.2647
2,97.687026,1906.2049,14,505.31895
1,72.320393,500,49,868.31069
1,49.29143,500,10,393.32863
5,109.13012,2485.8696,52,705.6899
5,141.94018,3639.5203,63,1207.0442
1,85.313898,908.14593,28,718.92136
4,146.20884,3397.3581,43,975.95926
3,95.157944,2179.3485,47,823.79833
5,151.97086,3410.6134,54,992.03308
2,103.65298,2092.0954,33,776.24071
5,138.46053,2689.4191,63,1136.7276
5,111.29726,2953.4697,30,544.43771
1,75.458087,1276.3033,50,864.99456
2,80.29503,862.35994,18,509.60387
5,119.59887,3305.9585,23,469.76596
3,97.821618,1905.303,19,750.2232
3,125.1646,2540.6927,24,494.2012
2,79.751614,1566.2076,38,780.01103
4,115.09972,3062.7421,42,793.82438
1,81.830531,1302.2342,22,548.03555
1,88.144361,885.67991,5,275.43682
5,97.236315,3055.1194,23,626.7581
3,86.224284,1398.7336,29,431.79879
2,63.913321,1010.2833,9,336.07231
4,132.35804,3063.2872,54,888.69748
1,57.849979,1028.9541,36,580.25383
2,82.922153,1431.5321,48,920.27012
5,112.04567,2429.7491,39,858.00686
5,116.89118,2729.6338,44,750.92901
2,81.516771,1829.2532,43,704.22018
2,92.347817,2166.001,54,748.06931
4,95.141623,2372.7901,34,766.94996
2,51.071004,822.67111,8,477.4113
1,51.545272,500,18,486.22071
4,142.80158,2880.689,51,1006.8366
5,136.65268,3700.1923,59,907.06103
3,124.94743,2011.8096,35,571.91395
4,102.63602,2835.9033,59,974.24667
5,74.366796,1645.126,64,867.63597
2,68.042685,1685.3682,22,618.11559
5,126.24172,3446.9385,17,517.21797
5,123.39097,2926.3009,27,548.68882
2,85.764164,908.65854,19,676.2563
3,104.81728,1666.9087,49,973.5973
2,130.67664,2164.2597,20,497.72864
5,129.40464,3253.2888,22,547.80173
2,59.939425,960.32386,49,688.26663
1,75.13428,695.38931,5,385.42752
2,73.201068,994.39979,25,652.91924
2,70.452036,1656.9988,56,741.68441
4,105.72016,2384.8525,16,414.46265
3,108.70508,2669.0962,14,499.37187
3,102.77449,2137.2138,25,585.09566
3,129.67092,2311.1101,49,942.55099
1,41.175167,623.74848,27,500.31613
3,94.283591,1985.7217,17,414.16384
3,115.9104,2781.7699,11,444.10819
5,121.70787,2475.377,26,684.61532
1,55.831051,970.82885,9,363.48309
1,91.462297,1299.1133,33,564.23935
5,100.65541,2432.7804,32,595.21467
3,129.86712,2781.4294,27,504.60821
5,112.04279,2297.3645,23,387.98939
4,121.04112,2707.4818,55,904.03135
2,94.53941,598.14725,18,455.20987
4,148.03806,3143.3093,35,782.27143
3,62.416091,686.35028,39,764.30053
4,99.71348,2922.8776,44,840.61297
5,147.17605,3250.9369,49,1089.3555
2,88.914104,508.80592,35,672.43699
4,90.173743,1941.7385,43,726.86714
1,93.96315,1603.7479,23,696.99159
5,139.246,3653.1117,36,789.40942
5,146.80602,3342.5085,51,1040.0481
3,102.36807,1647.4787,35,661.89281
3,66.275933,1202.025,21,519.68868
2,62.953375,1154.7972,25,540.22169
5,114.71821,3064.0592,22,749.45902
3,98.417657,2119.7668,54,893.5692
4,96.470068,2446.1566,39,709.05365
4,121.28647,3502.1033,60,775.39397
2,93.192621,522.68445,36,739.48784
5,129.46281,3759.6293,22,616.58635
4,126.32856,1957.6179,35,819.4843
5,115.59804,2188.864,38,729.13097
3,83.021136,1613.641,23,606.50168
5,134.53306,2780.6708,23,655.25888
2,68.30242,1279.0769,17,392.43052
1,65.11663,500,50,719.29828
5,153.72395,3401.6319,18,660.14131
5,111.17834,3211.3877,30,597.4718
1,75.440474,542.05896,19,504.99983
1,83.066475,1169.7117,17,550.70504
4,123.46855,3283.8426,43,967.21981
2,99.987563,1692.6551,13,577.38062
1,71.894574,646.89747,28,624.03611
3,75.177188,1781.5971,23,668.79366
4,91.97644,2281.3884,25,641.57195
2,83.743516,1304.5731,15,361.47865
5,110.51244,3225.7716,16,589.43489
3,114.76755,1911.8391,29,730.82805
4,127.84603,2787.8828,21,561.8348
4,116.44262,2764.4733,18,721.85769
3,110.63331,2382.4187,36,760.77344
4,108.80048,2336.6861,27,503.54088
1,114.14237,2124.0482,7,371.49905
2,115.59688,2036.7934,22,474.31551
2,88.305447,1390.3181,49,937.81829
3,102.90297,2035.1225,24,607.1455
2,89.542299,2073.4949,14,484.9091
5,123.73462,2425.6001,45,821.3795
1,76.260364,724.52367,32,403.56704
4,108.8932,2944.733,25,689.92202
5,134.58498,2603.935,53,1043.2939
2,116.2007,1562.3033,26,444.47969
3,101.92644,1399.342,26,671.66908
1,90.823427,803.4678,25,606.46632
3,98.673064,1087.4205,44,898.11921
1,58.987004,500,13,574.39588
4,68.716719,2168.776,32,510.74242
4,92.000995,2147.4386,48,989.71242
1,85.959987,1072.1633,10,544.40184
1,91.75265,1882.8898,24,530.55667
4,108.04983,2120.8263,16,687.88806
5,113.157,1982.2236,28,668.80611
5,105.8167,3223.6672,59,999.55626
4,86.550364,2543.1036,38,779.82838
3,103.46299,1885.8902,21,576.57366
5,132.52866,3179.5097,21,627.49308
5,154.98214,3183.6079,65,1166.8811
1,60.548291,819.23324,45,724.85818
2,87.723859,1017.4814,54,776.60664
5,115.96942,2607.2088,38,743.38863
1,97.872481,1360.9964,46,873.65438
5,153.93982,4104.6571,32,342.32578
2,95.719743,1215.0862,51,816.83564
1,101.21916,1263.902,28,476.70909
3,108.5346,1476.7236,13,607.02133
2,86.944813,1834.9198,10,462.37054
5,72.055711,2055.8361,60,965.31938
2,82.768575,1018.1658,8,477.20894
5,91.5575,2563.4054,45,629.0668
2,95.513854,799.39043,12,498.10999
1,63.834844,968.32435,34,588.26062
2,114.26418,2208.8509,11,569.89106
3,68.706976,1633.8024,46,798.75555
2,53.994394,1184.313,35,641.18815
2,101.46923,1821.1465,47,922.97987
2,88.355343,1843.5592,46,814.59958
1,67.434354,695.50168,6,469.34999
5,103.73418,3291.2899,38,908.04439
2,90.955573,1468.7264,33,607.32529
2,115.94292,1856.6155,41,762.58959
1,66.410068,956.80124,7,425.86637
5,112.25738,2611.2804,47,832.09533
3,68.928813,1472.9404,13,238.38443
5,98.181904,2799.183,31,592.87999
1,63.045279,1064.4808,5,390.26009
2,88.356154,1105.1947,25,502.62734
4,125.32746,3249.2188,50,1016.7262
5,157.62051,3919.8739,49,1018.4557
1,95.976688,913.21621,28,819.27478
5,135.66549,3229.5481,41,737.1331
2,127.9327,1978.257,43,673.65622
4,102.9977,2194.0783,55,975.84352
3,103.92437,1671.348,43,873.05108
1,69.158635,686.47419,53,817.57168
1,64.076041,971.36024,10,511.94765
2,71.056262,2044.8794,45,864.09887
3,50.76694,1997.6948,54,580.84804
2,70.906761,1018.1339,42,523.72591
2,58.768517,896.29178,51,703.87124
1,75.395337,1558.7476,40,788.77193
5,99.110242,2424.3953,62,1067.8517
3,110.65964,2284.5326,10,384.03949
2,51.548577,956.89363,30,606.18828
3,111.7557,2089.3209,51,1009.8418
5,105.25151,2381.3847,17,680.60993
4,87.833459,2042.3501,30,612.70518
5,119.05224,3065.4778,34,657.78951
4,84.882312,2730.8091,49,738.00329
3,73.310643,1294.2036,10,457.06199
4,120.1543,3165.1481,51,872.68916
3,79.864949,1187.6428,38,552.54405
5,123.51568,2911.6814,41,882.26964
5,135.85951,2791.2748,39,816.34324
4,111.69735,3059.6637,39,645.75975
3,149.67255,2715.8009,15,520.45879
2,80.397759,1544.7243,47,633.74344
3,99.102346,2369.8382,13,470.02573
1,34.760341,623.42397,21,412.55109
1,81.49275,629.75714,7,369.60162
5,170.2657,3926.0816,54,1137.1784
1,73.604765,891.80102,53,855.65499
1,72.280977,843.0088,10,419.83219
5,131.69716,2917.5934,42,651.92936
2,79.023988,1257.8624,55,770.57508
3,117.66954,2159.2386,38,787.63083
1,85.938749,1598.2599,24,491.70819
5,156.47744,3096.9337,26,534.97986
4,67.369117,1499.8794,58,840.51201
5,138.06572,3824.5032,37,700.64562
1,84.039477,1408.6835,24,601.17051
5,138.2625,2459.6382,48,750.49426
3,111.57077,2856.7154,47,833.37234
4,106.66664,2192.3546,26,673.0474
1,46.677029,667.1432,16,392.70012
1,94.917774,783.71582,43,837.33614
1,96.38957,1393.8234,16,373.87822
4,113.80359,2246.5614,49,936.59554
1,69.481449,1165.248,53,873.16351
5,125.60517,3126.1167,56,942.10053
4,120.9145,2745.2646,14,533.25851
1,78.883192,683.99623,23,789.30331
2,79.203909,1369.8297,31,502.73579
1,75.986875,862.98146,43,741.58549
5,115.67609,2893.4137,61,1006.4018
3,99.996722,2598.4681,30,566.84678
4,117.16792,2417.6698,39,852.23267
3,84.418425,1239.4837,38,709.78766
2,98.543513,1839.9282,20,455.36872
3,115.74436,1915.8848,53,936.80273
2,69.340198,1677.385,22,540.92437
2,55.610983,1283.2945,48,759.5222
1,97.282553,1907.9016,40,729.57727
1,76.231076,500,42,803.39429
2,92.302782,1652.6359,12,605.85855
2,107.47891,1133.1834,14,277.14745
2,101.85045,1828.7525,11,528.98666
4,122.21805,2904.4146,15,498.40174
5,139.32506,3562.9595,27,697.52987
2,110.24563,1495.3094,29,784.14813
5,152.49931,3456.3489,47,1010.1271
4,103.08716,1779.1064,23,685.45828
2,77.685391,1610.2707,54,999.98762
1,58.17289,1449.2826,8,513.87978
3,108.04682,2110.8897,54,866.39853
5,109.55957,3195.1137,19,563.48442
2,66.396695,990.4819,18,645.24811
3,115.77515,2382.1219,37,635.05456
3,116.8282,2690.6712,29,759.50274
5,115.42163,2853.7643,51,937.2584
4,126.47579,3122.1342,38,967.00861
1,74.470497,729.93016,49,741.417
4,126.82139,2404.2088,32,748.06936
2,123.14261,1976.9197,36,896.51367
1,80.890056,1206.5643,22,698.5285
4,106.30482,2139.8867,16,428.97096
1,48.518577,718.63511,31,415.46119
4,124.59483,2724.9852,23,576.48021
3,91.156296,2025.4327,36,767.22087
5,120.93645,3507.6836,33,685.52505
4,97.072486,2414.5798,39,709.33031
5,134.16757,3202.6088,44,742.20281
3,53.409399,1120.5512,28,435.69642
1,74.545633,1175.9121,52,718.62863
1,84.0242,642.2432,11,231.75026
5,144.32752,3215.543,56,1014.4336
4,109.78134,2366.6449,26,671.10824
4,65.34021,1856.2174,50,974.98574
3,104.4122,1693.4808,34,652.37091
1,67.797772,625.90559,6,258.19701
5,130.49458,2930.0872,24,621.74745
1,101.1032,1642.6985,5,469.7996
1,102.79462,1448.5368,39,777.80669
2,108.2742,2682.7377,12,546.50762
4,143.97075,3064.18,20,660.13853
4,121.09785,2254.6691,24,576.202
4,80.829554,1795.011,21,575.69418
1,30.676795,992.53852,24,431.76715
2,66.900361,1197.4617,50,771.44918
3,95.847747,2285.3353,53,861.65332
5,112.20107,2518.4148,53,871.65961
4,109.84593,2095.7448,30,520.95377
5,99.558688,2283.5415,49,799.77947
4,96.72575,2182.164,50,748.92086
5,100.53424,2600.3002,60,914.27297
3,70.477568,2513.2902,48,766.14157
5,140.57132,2789.5907,59,1104.4916
3,83.423104,939.23467,15,428.08679
5,119.57987,2742.2252,31,833.39163
4,112.9428,2219.3245,50,770.37034
4,141.72255,2824.0408,14,536.02467
1,40.091971,558.30002,8,440.59739
2,66.448468,603.46926,16,549.96974
5,150.88348,3435.7376,45,744.97709
3,81.078144,1692.4358,28,493.76385
1,65.487719,500,36,684.25805
3,110.90355,2171.3647,11,516.93746
2,98.86113,1238.2769,33,843.42291
2,64.714103,983.39963,46,694.56358
5,121.90218,3076.1136,65,1037.4511
5,96.868518,2215.8669,38,682.48339
5,147.65595,3290.2257,16,551.61996
5,121.21905,2805.5436,55,1027.5262
5,139.02848,3237.6502,31,652.62961
1,85.373266,1167.8635,15,714.74741
3,105.88296,2470.9048,59,953.92112
1,72.456192,1141.5113,7,400.98824
5,131.0062,2518.727,17,553.20749
5,103.7603,3132.968,16,565.69344
3,85.704625,1914.4773,22,567.58672
5,130.21447,2976.4232,47,941.46743
1,95.063343,1137.5047,15,299.66693
4,152.82411,2523.5808,25,664.05416
3,88.253313,1504.7733,52,758.60762
5,117.63793,2942.6534,60,1000.9527
2,95.897594,1805.6782,47,759.6373
1,83.828081,1929.5034,50,735.73287
5,121.72306,2419.3359,24,604.70707
2,90.424635,2183.1925,41,745.71016
2,118.43089,2027.8187,34,622.83039
4,107.40519,2794.514,44,863.51184
1,53.656335,1395.6618,44,721.06541
1,56.414347,720.49045,34,490.65394
3,83.441988,2064.4504,17,456.02521
3,122.73753,2108.3061,48,1096.3508
3,111.18113,1590.501,54,959.78635
5,124.72725,3248.3834,19,541.70281
5,139.96373,3310.8155,23,778.39686
1,84.661374,1536.6693,28,657.80519
5,126.10217,3429.8346,29,542.76261
1,31.780016,500,26,357.81585
2,97.250622,1716.5503,23,780.36972
3,137.36791,2103.6309,52,982.83721
3,123.13452,2547.0862,13,462.58368
2,66.864267,1652.8425,36,566.11053
5,120.06625,3299.3742,23,757.00167
3,71.314598,1291.5595,24,537.79305
2,82.804738,1703.5161,48,703.32219
1,70.32829,837.84933,50,756.48649
1,60.808688,621.94946,48,805.42999
2,64.715433,1320.7846,44,710.23931
4,115.66676,3072.0928,59,973.02951
1,101.04501,1003.934,17,628.48449
4,84.620728,2671.5398,19,551.05927
5,127.92229,2976.8158,18,646.30476
5,114.14554,2356.7199,62,954.37996
2,86.610046,1450.6941,13,511.75335
5,144.18318,2812.8905,65,1145.7743
1,65.031675,1212.6126,7,318.2395
2,90.885714,1925.2747,45,754.37885
4,71.208826,1508.8256,48,733.23992
5,138.74846,3080.023,26,620.0668
3,91.466671,2139.7541,46,734.12633
3,80.459272,1521.2755,15,517.57489
3,84.404538,1749.4123,15,581.72983
2,73.054994,1612.4226,51,752.78827
5,97.752806,1924.0267,23,589.91779
5,142.50944,2975.3055,33,729.84576
5,146.67085,3608.9353,55,1068.5373
5,116.51854,2973.1051,43,1027.5019
2,125.76583,2493.8128,18,447.18805
3,91.364449,2077.5717,46,737.12871
5,130.05341,3285.117,41,783.42662
4,132.6937,2995.5146,47,1039.2414
2,121.23618,1566.5663,22,637.61332
3,82.493413,1750.578,17,414.80802
2,117.31128,1773.0467,11,528.09433
4,106.63339,2623.4584,14,553.94807
2,109.07544,1811.7018,49,864.29408
5,157.65776,3545.7018,50,997.41688
2,60.628667,1324.4379,46,659.90549
4,103.81223,3104.4085,56,870.14978
1,70.779379,629.85734,4,368.60248
1,64.070522,666.99817,21,635.19336
2,88.438885,1917.6088,28,692.94378
2,85.421341,1609.4301,51,781.66435
3,97.92295,2020.1805,47,802.18744
1,87.568531,500,21,573.70174
3,115.14177,1616.9042,48,977.21583
5,120.67856,2575.6209,53,1149.0454
4,87.686611,2013.0627,26,469.8518
3,85.60449,1872.0003,10,284.42994
4,103.77272,1950.3855,52,950.75127
1,51.204684,844.59541,46,713.60777
1,95.216139,1427.4791,44,922.62687
4,142.93844,2472.6514,48,742.4796
2,44.352928,1361.0274,10,353.58448
5,92.364534,2597.2529,51,836.89404
4,114.81019,2026.1854,19,570.96609
4,106.84929,2180.3096,42,1005.4419
5,142.41725,3354.8471,37,840.61711
5,116.59817,2692.9049,18,547.79872
2,120.12287,2058.4901,41,676.28271
4,94.540276,1362.0827,51,796.62854
2,95.537639,1587.8485,47,813.00822
3,138.5721,2649.5423,58,1093.1246
3,99.667688,2543.1014,20,544.11883
5,132.77623,2804.8097,25,699.16623
2,82.651394,1965.3624,51,866.92687
4,134.80352,2284.6339,24,450.7323
5,120.86865,2912.7307,56,983.58286
4,106.54847,2634.8189,30,717.60626
2,119.87327,2059.5464,30,705.51112
3,114.73583,2390.5708,50,900.38399
2,97.058846,896.57087,42,812.85215
2,66.094043,1417.2238,17,510.67106
1,115.48786,2091.5524,51,993.04624
1,76.648975,1487.4164,4,316.26755
4,110.07537,2424.2569,41,858.55314
1,62.511436,637.32927,6,534.47167
5,108.64536,2926.1445,29,580.13307
2,96.787371,1889.791,40,751.62998
3,115.59566,1939.9117,31,815.12239
4,97.26009,2406.0971,61,1137.9911
5,104.36549,2437.8561,29,747.14377
2,64.748547,592.02939,19,496.142
2,94.774711,2172.3732,7,437.39561
4,108.73023,2618.3229,44,657.53608
2,91.896193,1757.9752,31,811.51402
1,75.169451,500,27,475.98456
1,57.499478,655.53883,50,696.63208
1,93.936374,868.64448,24,628.78215
2,81.255574,955.57092,27,753.31143
5,108.87032,2940.0041,34,827.24401
3,91.585205,2117.1446,22,516.15886
1,37.899249,678.24209,50,694.67792
5,145.76703,2961.0195,26,728.78637
1,97.702323,2088.4529,43,962.60395
3,117.40288,2166.6521,46,871.06438
3,85.7706,2131.7412,19,495.68792
5,142.08221,3483.62,57,1027.7731
4,106.33767,2579.6677,14,506.12023
1,55.584844,500,5,518.46681
3,93.692211,1615.806,37,881.57986
1,64.590096,1334.8879,11,532.65021
5,137.35869,2672.1072,34,663.55666
4,109.88625,2487.4609,52,895.67046
1,66.749706,1061.9586,42,729.99359
1,86.162401,1216.2437,51,838.92846
1,74.488585,1239.1499,29,639.16251
5,85.629813,2499.6067,54,870.23492
2,98.717828,2227.704,38,704.03889
3,85.410053,2404.689,24,531.87363
4,104.75257,1696.3441,37,624.42837
1,70.055072,1132.65,24,500.29221
4,115.82,2337.4958,28,654.90611
4,98.253092,1856.0297,35,668.01765
2,70.453382,1227.1983,56,850.06157
1,98.450209,1330.4172,6,315.27336
1,70.509495,1051.3269,30,655.33299
1,116.23114,1562.1768,49,980.84913
2,74.313253,1899.6043,47,936.76018
4,92.645488,1600.5699,44,807.47149
4,113.74923,2031.5593,55,1019.418
5,107.32178,2128.5593,60,944.08878
1,56.052009,506.12727,27,473.64817
3,69.619179,1274.4928,43,635.97684
2,96.817341,1509.7907,43,733.51152
4,108.28846,2189.8048,16,524.10949
2,98.163258,1866.2458,42,865.19996
3,64.995667,1526.064,37,708.31483
5,139.80838,3526.9168,60,1105.4352
2,93.585078,1395.4765,18,486.6842
2,68.453059,1180.7177,8,325.83576
1,70.019703,962.92727,12,461.87994
3,86.565717,1234.7004,34,701.70479
3,92.526644,1663.8112,53,623.69333
2,88.520751,2035.7196,51,832.86918
1,118.38184,2049.0178,4,416.94112
5,102.28635,2749.1282,17,518.45657
